,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,From,To,School,Conf,G,MP,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
112,John Konchar\john-konchar-1,2016,2018,Fort Wayne,Summit,100,3544,35.4,5.3,9.4,3.9,6.2,1.4,3.3,2.3,3.3,2.4,6.3,8.7,3.7,2.1,0.5,1.6,2.0,14.2
113,Damian Saunders\damian-saunders-1,2010,2011,Duquesne,A-10,63,2228,35.4,5.4,11.0,4.7,8.4,0.7,2.6,2.3,4.5,3.6,6.0,9.6,2.5,2.6,2.8,2.4,2.4,13.8
114,Kyle Singler\kyle-singler-1,2010,2011,Duke,ACC,77,2722,35.4,5.8,13.8,3.9,8.5,1.9,5.3,3.8,4.7,2.3,4.6,6.9,2.0,1.0,0.6,1.9,2.4,17.3
115,Jay Threatt\jay-threatt-1,2010,2012,Delaware State,MEAC,85,3013,35.4,3.0,7.5,2.2,5.0,0.7,2.5,2.1,2.8,1.0,2.6,3.6,5.4,3.0,0.2,2.0,1.8,8.8
116,David Walker\david-walker-3,2013,2016,Northeastern,CAA,133,4710,35.4,3.9,9.0,2.0,4.1,1.9,4.9,2.6,3.1,0.5,2.6,3.2,3.2,1.4,0.4,1.8,0.8,12.3
117,Will Weathers\will-weathers-2,2011,2012,Troy,Sun Belt,54,1913,35.4,4.1,10.9,3.1,7.7,1.0,3.2,2.9,3.8,0.9,2.9,3.8,6.0,1.5,0.1,3.6,2.2,12.1
118,Trae Young\trae-young-1,2018,2018,Oklahoma,Big 12,32,1133,35.4,8.2,19.3,4.5,9.1,3.7,10.3,7.4,8.6,0.4,3.5,3.9,8.7,1.7,0.3,5.2,1.8,27.4
119,Lawrence Alexander\lawrence-alexander-1,2012,2015,North Dakota State,Summit,131,4629,35.3,4.5,10.4,2.9,6.3,1.6,4.1,2.9,3.7,0.5,3.6,4.1,3.1,1.0,0.2,2.4,1.7,13.4
120,Wes Channels\wes-channels-1,2010,2010,Austin Peay,OVC,32,1129,35.3,5.4,13.0,3.2,8.0,2.2,5.0,3.9,5.4,1.1,3.3,4.3,2.9,1.4,0.2,2.9,2.7,16.9
121,Chad Frazier\chad-frazier-1,2014,2014,Alabama-Birmingham,CUSA,31,1095,35.3,5.5,13.7,3.5,7.9,2.0,5.8,4.8,6.5,0.5,2.8,3.3,4.3,1.1,0.3,4.0,2.0,17.7
122,Jamie Harris\jamie-harris-1,2010,2010,Drexel,CAA,32,1128,35.3,5.1,12.9,4.0,9.4,1.1,3.5,3.2,4.0,0.6,1.7,2.2,3.4,1.0,0.0,2.5,2.8,14.5
123,Kevin Jones\kevin-jones-5,2010,2012,West Virginia,Big East,104,3671,35.3,6.1,12.3,5.0,9.1,1.0,3.2,2.2,3.2,3.7,4.8,8.4,1.1,0.6,0.8,1.1,1.7,15.4
124,Patrick Miller\patrick-miller-2,2011,2014,Tennessee State,OVC,126,4451,35.3,4.8,11.4,3.8,8.3,1.0,3.1,4.4,6.0,1.2,2.7,3.9,4.1,1.6,0.2,3.0,2.6,15.1
125,Gary Payton\gary-payton-2,2015,2016,Oregon State,Pac-12,63,2221,35.3,5.8,12.0,5.0,9.4,0.8,2.6,2.3,3.5,2.2,5.4,7.7,4.1,2.8,0.8,2.1,2.7,14.7
126,Zach Plackemeier\zach-plackemeier-1,2010,2011,Fort Wayne,Summit,61,2156,35.3,3.0,7.8,1.2,3.0,1.8,4.9,1.5,1.8,0.5,2.7,3.1,4.0,1.0,0.2,2.1,2.4,9.4
127,Kellan Grady\kellan-grady-1,2018,2018,Davidson,A-10,33,1163,35.2,6.6,13.2,4.4,7.3,2.2,5.9,2.5,3.1,0.7,2.6,3.3,1.9,0.8,0.1,1.0,2.1,18.0
128,Carlos Medlock\carlos-medlock-1,2010,2010,Eastern Michigan,MAC,32,1125,35.2,4.6,11.9,2.3,4.9,2.3,7.0,5.4,6.7,0.6,2.9,3.5,3.8,1.6,0.1,3.5,2.9,16.9
129,Jamal Murray\jamal-murray-1,2016,2016,Kentucky,SEC,36,1267,35.2,6.8,14.9,3.6,7.3,3.1,7.7,3.3,4.2,1.5,3.7,5.2,2.2,1.0,0.3,2.3,2.1,20.0
130,Austin Nehls\austin-nehls-1,2016,2018,Central Connecticut State,NEC,90,3171,35.2,3.5,9.1,1.2,2.8,2.3,6.3,2.2,3.0,1.0,2.7,3.7,1.5,0.6,0.2,1.3,1.7,11.5
131,Shamorie Ponds\shamorie-ponds-1,2017,2018,St. John's (NY),Big East,63,2219,35.2,6.6,15.4,4.7,9.3,1.9,6.1,4.2,5.0,1.2,3.5,4.7,3.9,2.2,0.2,2.3,1.8,19.4
132,Trey Sumler\trey-sumler-1,2011,2014,Western Carolina,Southern,132,4648,35.2,4.9,11.3,3.2,7.0,1.6,4.3,3.7,4.5,1.0,3.4,4.3,3.8,1.4,0.0,2.9,2.2,15.1
133,Lonzo Ball\lonzo-ball-1,2017,2017,UCLA,Pac-12,36,1263,35.1,5.3,9.5,3.0,4.1,2.2,5.4,1.8,2.7,0.9,5.1,6.0,7.6,1.8,0.8,2.5,1.8,14.6
134,Craig Brackins\craig-brackins-1,2010,2010,Iowa State,Big 12,32,1124,35.1,6.0,14.3,5.2,11.6,0.8,2.7,3.7,4.8,2.1,6.4,8.5,2.2,0.8,1.2,2.1,2.0,16.5
135,Branden Frazier\branden-frazier-1,2011,2014,Fordham,A-10,118,4138,35.1,4.6,12.3,3.0,6.9,1.6,5.4,3.2,4.1,0.9,2.5,3.5,4.2,0.9,0.2,2.7,2.0,13.9
136,Matt Hunter\matt-hunter-1,2013,2014,Central Connecticut State,NEC,40,1405,35.1,5.2,12.9,4.2,9.6,1.0,3.3,2.8,3.9,1.6,5.8,7.4,2.3,2.4,1.0,3.2,2.6,14.1
137,Anthony Ireland\anthony-ireland-1,2011,2014,Loyola Marymount,WCC,132,4633,35.1,5.6,13.4,4.1,9.1,1.5,4.3,3.8,4.8,1.2,2.7,3.9,4.2,1.5,0.1,2.8,2.1,16.5
138,Otis Livingston II\otis-livingstonii-1,2016,2018,George Mason,A-10,99,3473,35.1,4.8,11.6,3.2,7.2,1.6,4.4,3.3,3.9,0.2,2.8,3.0,3.6,0.9,0.0,2.3,1.5,14.5
139,Dequon Miller\dequon-miller-1,2016,2017,Missouri State,MVC,65,2284,35.1,4.2,11.1,2.4,5.9,1.7,5.2,2.7,3.7,0.6,2.4,3.0,3.4,0.8,0.0,2.4,1.7,12.7
140,Byron Mulkey\byron-mulkey-1,2011,2011,Buffalo,MAC,34,1192,35.1,4.3,10.3,2.7,6.2,1.6,4.1,2.9,3.8,0.2,3.6,3.9,4.5,2.5,0.0,2.4,2.2,13.1
141,Jahlil Tripp\jahlil-tripp-1,2018,2018,Pacific,WCC,32,1122,35.1,3.9,8.8,3.4,7.1,0.5,1.7,2.6,3.9,2.4,5.4,7.8,4.5,1.5,0.2,2.9,2.8,10.9
142,Ekpe Udoh\ekpe-udoh-1,2010,2010,Baylor,Big 12,36,1264,35.1,5.3,10.8,5.1,10.1,0.2,0.7,3.1,4.5,3.6,6.2,9.8,2.7,0.8,3.7,2.4,2.4,13.9
143,Andrew Warren\andrew-warren-1,2010,2011,Bradley,MVC,63,2214,35.1,5.4,13.1,3.2,7.6,2.2,5.5,3.7,4.3,1.0,3.9,5.0,1.7,1.3,0.2,1.9,2.5,16.6
144,Marquis Wright\marquis-wright-2,2014,2017,Siena,MAAC,121,4251,35.1,4.5,10.7,3.7,8.3,0.8,2.4,3.0,4.1,1.3,2.8,4.1,5.1,1.6,0.3,2.9,2.5,12.8
145,James Batemon\james-batemon-1,2018,2018,Loyola Marymount,WCC,30,1050,35.0,5.6,11.7,4.1,8.0,1.4,3.7,5.2,6.5,1.1,2.6,3.7,4.6,1.2,0.0,2.9,2.7,17.8
146,Tyus Battle\tyus-battle-1,2017,2018,Syracuse,ACC,71,2487,35.0,5.1,12.4,3.2,6.7,1.9,5.7,3.4,4.1,0.4,2.1,2.5,1.9,1.4,0.2,1.8,2.0,15.5
147,Jared Brownridge\jared-brownridge-1,2014,2017,Santa Clara,WCC,129,4519,35.0,5.7,13.4,2.7,5.9,3.0,7.4,3.6,4.3,0.3,2.5,2.8,2.5,0.9,0.1,1.6,2.0,17.9
148,Brenton Butler\brenton-butler-1,2010,2011,Fordham,A-10,55,1924,35.0,4.9,14.2,2.8,7.4,2.1,6.8,3.6,4.4,0.6,2.1,2.7,2.9,0.7,0.0,2.4,2.1,15.5
149,Landon Clement\landon-clement-1,2011,2012,North Carolina Central,Total,39,1365,35.0,5.9,13.6,2.2,4.8,3.6,8.8,2.7,3.2,0.5,2.7,3.2,1.3,1.0,0.0,1.4,1.5,18.1
150,Norris Cole\norris-cole-1,2010,2011,Cleveland State,Horizon,69,2412,35.0,6.3,14.5,5.0,10.7,1.3,3.8,5.2,6.2,0.6,3.8,4.4,4.9,2.0,0.1,2.7,2.4,19.1
151,Matt Gatens\matt-gatens-1,2010,2012,Iowa,Big Ten,96,3357,35.0,4.3,10.5,2.4,5.0,1.9,5.4,2.8,3.3,0.7,2.8,3.5,2.4,1.2,0.1,1.7,1.9,13.4
152,Devin Gibson\devin-gibson-1,2010,2011,Texas-San Antonio,Southland,64,2243,35.0,4.2,10.1,3.4,7.6,0.8,2.5,5.7,7.1,1.3,3.6,4.9,5.0,2.3,0.1,2.9,2.5,14.9
153,Khallid Hart\khallid-hart-1,2014,2017,Marist,MAAC,110,3851,35.0,5.3,12.0,3.4,6.7,2.0,5.4,4.5,5.5,0.4,2.3,2.8,2.2,1.3,0.1,2.0,2.3,17.1
154,Ken Horton\ken-horton-1,2011,2012,Central Connecticut State,NEC,59,2063,35.0,6.9,14.0,5.1,8.8,1.8,5.2,3.7,4.5,2.9,6.0,8.9,1.8,1.7,1.5,1.7,2.5,19.3
155,Wes Johnson\wes-johnson-1,2010,2010,Syracuse,Big East,35,1224,35.0,5.9,11.8,4.5,8.3,1.5,3.5,3.2,4.1,2.1,6.4,8.5,2.2,1.7,1.8,2.3,2.1,16.5
156,David Kool\david-kool-1,2010,2010,Western Michigan,MAC,33,1155,35.0,6.7,14.9,4.8,9.6,1.9,5.3,6.3,7.1,1.1,3.0,4.1,2.6,1.8,0.0,2.2,1.6,21.6
157,Denzel Livingston\denzel-livingston-1,2014,2015,Incarnate Word,Southland,56,1959,35.0,6.5,13.7,4.7,8.9,1.8,4.8,6.1,7.8,1.5,4.7,6.2,3.3,2.5,1.4,2.7,2.6,20.9
158,Aleek Pauline\aleek-pauline-1,2010,2011,Norfolk State,MEAC,55,1924,35.0,2.5,6.2,2.0,4.8,0.5,1.3,2.6,4.1,0.9,3.1,4.0,4.7,1.6,0.0,3.5,2.7,8.1
159,Darrion Pellum\darrion-pellum-1,2010,2012,Hampton,MEAC,96,3359,35.0,5.4,14.2,3.4,7.9,2.0,6.3,3.1,4.3,0.8,3.3,4.0,1.7,1.4,0.3,2.7,2.0,15.8
160,Jerome Randle\jerome-randle-1,2010,2010,University of California,Pac-10,35,1224,35.0,6.0,13.1,3.4,6.6,2.6,6.5,4.0,4.3,0.4,1.7,2.1,4.3,0.7,0.0,3.5,1.5,18.6
161,Ryan Rossiter\ryan-rossiter-1,2010,2011,Siena,MAAC,65,2278,35.0,5.8,11.4,5.8,11.0,0.1,0.4,4.5,5.8,3.9,8.2,12.1,1.2,1.1,1.2,1.8,2.6,16.2
162,Tahj Tate\tahj-tate-1,2012,2013,Delaware State,MEAC,56,1960,35.0,5.3,12.4,4.2,8.9,1.1,3.5,2.5,3.5,1.2,1.8,2.9,2.4,1.3,0.2,2.6,1.8,14.2
163,Klay Thompson\klay-thompson-1,2010,2011,Washington State,Pac-10,65,2275,35.0,6.8,15.9,4.1,8.9,2.7,7.0,4.4,5.4,1.0,4.2,5.2,3.0,1.5,0.8,3.4,2.7,20.6
164,Jashaun Agosto\jashaun-agosto-1,2017,2018,Long Island University,NEC,65,2267,34.9,3.9,9.5,2.7,6.0,1.2,3.6,2.5,3.4,0.3,2.9,3.2,3.7,0.7,0.1,2.2,2.5,11.5
165,Peyton Aldridge\peyton-aldridge-1,2015,2018,Davidson,A-10,130,4540,34.9,6.0,12.3,4.1,7.6,1.8,4.7,2.9,3.6,1.7,5.1,6.9,2.1,0.6,0.9,1.3,2.3,16.7
166,Sean Baptiste\sean-baptiste-1,2010,2010,Fairleigh Dickinson,NEC,30,1048,34.9,5.6,13.2,3.5,7.5,2.1,5.7,3.0,4.3,1.2,4.4,5.6,1.1,0.9,0.3,2.1,2.7,16.2
167,Jabari Brown\jabari-brown-1,2012,2014,Total,Total,62,2164,34.9,5.0,11.2,2.7,5.5,2.2,5.7,4.9,6.2,0.5,3.5,3.9,1.7,0.6,0.1,2.2,1.8,17.0
168,D.J. Gay\dj-gay-1,2010,2011,San Diego State,MWC,71,2477,34.9,3.5,9.3,1.6,4.2,1.9,5.1,2.0,2.9,0.4,1.8,2.2,3.2,1.1,0.1,1.5,1.1,10.8
169,Chris Harris\chris-harris-2,2010,2010,Navy,Patriot,30,1047,34.9,6.1,17.1,3.2,8.5,2.9,8.6,5.9,6.8,0.3,2.2,2.5,1.9,2.0,0.1,2.9,2.8,21.1
170,Anthony Johnson\anthony-johnson-3,2010,2010,Montana,Big Sky,32,1116,34.9,5.8,11.7,4.3,8.5,1.4,3.2,6.3,7.2,0.7,2.5,3.2,3.0,0.8,0.1,2.8,1.6,19.2
171,Ben Simmons\ben-simmons-1,2016,2016,Louisiana State,SEC,33,1151,34.9,6.5,11.7,6.5,11.6,0.0,0.1,6.0,9.0,3.1,8.6,11.8,4.8,2.0,0.8,3.4,2.8,19.2
172,Davon Usher\davon-usher-1,2013,2014,Total,Total,63,2197,34.9,5.9,13.6,3.6,7.5,2.3,6.2,4.9,6.5,1.6,4.5,6.1,1.6,1.7,0.4,2.1,2.5,19.1
173,Michael Vogler\michael-vogler-1,2010,2010,Troy,Sun Belt,33,1152,34.9,4.5,8.9,3.4,6.5,1.1,2.4,2.0,2.7,0.7,2.8,3.5,5.5,1.8,0.2,2.3,2.6,12.0
174,Eric Atkins\eric-atkins-1,2011,2014,Notre Dame,Total,133,4628,34.8,3.6,8.6,2.3,5.1,1.3,3.5,2.1,3.1,0.7,1.9,2.6,4.4,1.1,0.1,1.9,1.9,10.7
175,Armon Bassett\armon-bassett-1,2010,2010,Ohio,MAC,33,1150,34.8,5.0,12.8,2.8,6.5,2.2,6.3,5.0,6.1,0.3,3.0,3.3,3.5,1.2,0.1,2.3,1.3,17.1
176,Anatoly Bose\anatoly-bose-1,2010,2011,Nicholls State,Southland,58,2017,34.8,6.4,15.4,3.8,8.0,2.6,7.4,6.1,7.9,1.3,4.6,5.9,2.1,1.2,0.2,3.1,2.2,21.6
177,Siyani Chambers\siyani-chambers-1,2013,2017,Harvard,Ivy,119,4140,34.8,3.3,8.5,2.0,4.9,1.3,3.6,2.9,3.6,0.4,2.0,2.5,5.1,1.4,0.0,2.5,1.5,10.8
178,Semaj Christon\semaj-christon-1,2013,2014,Xavier,Total,64,2227,34.8,5.7,12.3,5.3,11.1,0.4,1.2,4.4,6.6,0.3,2.5,2.8,4.4,1.4,0.2,3.1,2.4,16.2
179,Tyreek Duren\tyreek-duren-1,2011,2014,La Salle,A-10,132,4600,34.8,4.3,9.6,3.1,6.5,1.2,3.1,3.3,4.1,0.5,2.6,3.1,3.8,1.7,0.3,2.2,1.9,13.1
180,Torian Graham\torian-graham-1,2017,2017,Arizona State,Pac-12,33,1147,34.8,7.0,15.5,3.7,7.1,3.3,8.5,1.4,1.7,0.6,3.6,4.2,1.2,0.9,0.3,1.3,1.5,18.6
181,Jordan Howard\jordan-howard-2,2015,2018,Central Arkansas,Southland,124,4311,34.8,6.4,14.7,3.3,7.2,3.1,7.5,4.5,5.2,0.3,2.9,3.3,2.6,0.8,0.0,2.4,1.2,20.4
182,Demontrae Jefferson\demontrae-jefferson-1,2017,2018,Texas Southern,SWAC,55,1914,34.8,6.1,15.1,3.8,8.9,2.3,6.3,4.3,5.5,0.6,2.0,2.6,3.8,1.2,0.0,3.1,2.1,18.7
183,Tyler Kohl\tyler-kohl-1,2018,2018,Central Connecticut State,NEC,31,1080,34.8,5.8,13.8,4.4,9.0,1.4,4.8,3.7,4.7,1.9,6.3,8.2,4.1,1.4,0.1,3.7,2.0,16.7
184,Terrell Lewis\terrell-lewis-1,2015,2018,Eastern Illinois,OVC,100,3482,34.8,3.2,8.2,1.1,3.1,2.1,5.1,1.7,2.3,0.5,1.6,2.1,5.0,1.1,0.0,2.1,1.9,10.1
185,Jonah Radebaugh\jonah-radebaugh-1,2017,2018,Northern Colorado,Big Sky,67,2331,34.8,2.6,5.7,1.0,1.9,1.6,3.8,0.9,1.4,1.2,4.6,5.8,1.6,1.0,0.2,0.9,2.2,7.8
186,Dennis Smith Jr.\dennis-smithjr-1,2017,2017,North Carolina State,ACC,32,1114,34.8,6.0,13.1,4.3,8.3,1.7,4.8,4.5,6.3,0.8,3.8,4.6,6.2,1.9,0.4,3.4,2.1,18.1
187,Nolan Smith\nolan-smith-1,2010,2011,Duke,ACC,75,2608,34.8,6.7,14.8,5.1,10.6,1.6,4.2,4.1,5.2,1.1,2.6,3.6,4.0,1.2,0.2,2.5,1.9,19.0
188,John Wall\john-wall-1,2010,2010,Kentucky,SEC,37,1288,34.8,5.5,11.8,4.5,8.8,1.0,3.1,4.7,6.3,0.8,3.5,4.3,6.5,1.8,0.5,4.0,1.9,16.6
189,Josh White\josh-white-1,2010,2011,North Texas,Sun Belt,65,2260,34.8,4.2,9.8,2.7,5.7,1.5,4.0,4.1,4.9,0.5,1.6,2.1,3.2,0.6,0.0,2.6,1.7,13.9
190,Delon Wright\delon-wright-1,2014,2015,Utah,Pac-12,68,2367,34.8,5.0,9.3,4.4,7.5,0.6,1.9,4.5,5.5,1.1,4.7,5.8,5.2,2.3,1.1,2.2,1.6,15.0
191,Jahmar Young\jahmar-young-1,2010,2010,New Mexico State,WAC,34,1182,34.8,6.7,14.6,4.6,8.9,2.1,5.7,4.7,5.6,0.4,3.1,3.5,3.1,0.8,0.2,2.7,2.6,20.3
192,Denis Clemente\denis-clemente-1,2010,2010,Kansas State,Big 12,37,1284,34.7,5.8,14.2,3.4,7.2,2.4,7.0,2.7,3.6,0.6,1.7,2.4,4.2,1.1,0.1,1.9,2.1,16.6
193,Allen Crabbe\allen-crabbe-1,2011,2013,University of California,Total,98,3402,34.7,5.4,12.2,3.3,6.6,2.1,5.6,2.7,3.3,0.9,4.8,5.7,2.2,0.9,0.6,1.9,1.7,15.7
194,Randy Culpepper\randy-culpepper-1,2010,2011,Texas-El Paso,CUSA,68,2361,34.7,6.3,13.9,4.1,7.6,2.2,6.3,3.9,5.1,0.7,2.2,2.9,2.5,1.9,0.3,2.1,2.2,18.6
195,Chris De La Rosa\chris-de-la-rosa-1,2010,2012,Maryland-Baltimore County,AEC,61,2114,34.7,4.9,12.0,4.0,9.2,0.9,2.8,3.1,4.2,0.6,2.7,3.3,5.6,1.1,0.0,2.6,2.0,13.6
196,R.J. Hunter\rj-hunter-1,2013,2015,Georgia State,Total,99,3438,34.7,5.6,13.3,3.1,6.1,2.6,7.2,4.5,5.3,0.7,4.1,4.8,2.4,1.9,0.9,1.7,2.2,18.4
197,Shake Milton\malik-milton-1,2016,2018,Southern Methodist,AAC,87,3019,34.7,4.5,9.9,2.3,4.8,2.2,5.1,2.3,2.9,0.4,3.4,3.9,3.9,1.1,0.4,1.8,1.6,13.4
198,Jeremy Nash\jeremy-nash-1,2010,2010,Northwestern,Big Ten,34,1180,34.7,2.7,7.4,1.6,3.4,1.1,3.9,2.3,2.9,0.9,2.9,3.8,3.1,1.7,0.6,1.5,3.0,8.9
199,D.J. Newbill\dj-newbill-1,2011,2015,Total,Total,131,4542,34.7,5.5,12.4,4.5,9.4,1.0,3.0,4.0,5.5,1.9,3.3,5.2,2.6,1.0,0.2,2.6,2.7,16.1
200,Artsiom Parakhouski\artsiom-parakhouski-1,2010,2010,Radford,Big South,31,1076,34.7,8.1,13.9,8.0,13.5,0.1,0.4,5.1,9.1,5.2,8.2,13.4,1.1,0.6,2.1,2.4,2.2,21.4
201,Jovonni Shuler\jovonni-shuler-1,2011,2011,Savannah State,Ind,30,1041,34.7,5.8,14.4,3.2,7.1,2.6,7.3,4.0,5.4,1.3,3.9,5.2,2.0,1.3,0.4,2.7,2.5,18.1
202,MaCio Teague\macio-teague-1,2017,2018,North Carolina-Asheville,Big South,67,2324,34.7,5.2,11.9,2.7,6.1,2.5,5.7,3.1,3.6,0.5,4.0,4.5,2.6,1.3,0.2,1.5,1.5,16.1
203,Kyle Hittle\kyle-hittle-1,2014,2016,Incarnate Word,Southland,84,2904,34.6,5.4,10.8,3.1,5.3,2.3,5.5,2.9,4.0,1.1,4.9,6.0,2.1,1.0,0.4,1.6,2.2,15.9
204,Brandon Ingram\brandon-ingram-1,2016,2016,Duke,ACC,36,1246,34.6,5.9,13.4,3.7,8.0,2.2,5.4,3.2,4.7,1.9,4.9,6.8,2.0,1.1,1.4,2.0,2.1,17.3
205,David Nurse\david-nurse-1,2010,2010,Western Illinois,Summit,30,1039,34.6,2.8,7.8,0.7,1.8,2.1,6.0,1.5,2.2,0.4,2.4,2.8,1.5,0.8,0.1,1.6,3.1,9.2
206,Brett Olson\brett-olson-2,2012,2015,Denver,Total,124,4296,34.6,3.9,8.2,1.8,3.3,2.1,4.9,1.8,2.0,0.3,2.4,2.7,2.7,1.0,0.2,1.7,2.4,11.8
207,Jerome Robinson\jerome-robinson-2,2016,2018,Boston College,ACC,90,3118,34.6,6.2,13.9,4.5,9.2,1.8,4.7,3.4,4.5,0.5,3.3,3.8,3.3,1.3,0.3,2.9,2.5,17.7
208,Morgan Sabia\morgan-sabia-1,2010,2011,Hartford,AEC,59,2043,34.6,4.3,11.2,2.2,5.2,2.1,6.0,1.4,2.0,1.6,4.8,6.4,1.2,0.9,0.8,2.1,2.8,12.1
209,Jimmy Butler\jimmy-butler-1,2010,2011,Marquette,Big East,71,2447,34.5,4.7,9.3,4.2,8.0,0.5,1.3,5.3,6.8,2.4,3.8,6.2,2.2,1.4,0.5,1.3,1.6,15.2
210,Patrick Christopher\patrick-christopher-1,2010,2010,University of California,Pac-10,35,1209,34.5,5.8,13.1,4.2,8.1,1.7,4.9,2.3,2.7,1.4,4.0,5.4,2.0,1.6,0.1,1.4,2.1,15.6
211,Jon Davis\jon-davis-1,2016,2018,Charlotte,CUSA,92,3171,34.5,5.3,12.2,3.9,8.3,1.4,3.9,4.1,5.3,0.6,2.7,3.3,4.8,1.1,0.3,3.2,1.8,16.1
212,David Gonzalvez\david-gonzalvez-1,2010,2010,Richmond,A-10,35,1208,34.5,4.9,10.8,2.7,4.9,2.2,5.9,2.7,3.8,0.8,3.5,4.2,2.3,1.9,0.2,1.6,2.1,14.6
213,D'Angelo Harrison\dangelo-harrison-1,2012,2015,St. John's (NY),Big East,125,4311,34.5,5.3,13.5,3.2,7.5,2.1,5.9,4.8,5.9,1.1,3.6,4.7,2.0,1.3,0.4,1.8,2.9,17.4
214,Taveion Hollingsworth\taveion-hollingsworth-1,2018,2018,Western Kentucky,CUSA,38,1312,34.5,4.5,9.3,3.3,6.2,1.2,3.1,3.2,4.0,0.8,2.6,3.4,1.9,1.0,0.1,1.8,2.0,13.3
215,Armon Johnson\armon-johnson-1,2010,2010,Nevada,WAC,34,1172,34.5,6.4,13.0,5.9,10.9,0.5,2.1,2.4,3.5,0.8,2.6,3.4,5.6,0.8,0.4,3.4,1.8,15.7
216,Johnathan Jordan\johnathan-jordan-1,2012,2015,Texas A&M-Corpus Christi,Southland,126,4341,34.5,3.9,9.1,3.6,8.0,0.3,1.1,4.4,6.6,1.1,3.0,4.1,5.2,1.4,0.1,2.7,2.4,12.5
217,Antoine Mason\antoine-mason-1,2011,2015,Total,Total,124,4282,34.5,5.9,14.0,4.5,9.6,1.4,4.4,5.5,7.6,1.0,2.7,3.7,1.5,1.1,0.1,2.3,2.5,18.6
218,Ray McCallum\ray-mccallum-2,2011,2013,Detroit Mercy,Horizon,102,3519,34.5,5.4,11.5,4.4,8.2,1.0,3.3,4.2,5.8,1.2,3.5,4.8,4.4,1.7,0.3,2.3,2.1,15.9
219,Matt Mobley\matt-mobley-1,2014,2018,Total,Total,127,4382,34.5,4.7,11.6,2.4,5.2,2.3,6.4,3.5,4.2,0.5,3.5,4.0,2.1,1.1,0.2,2.2,2.3,15.3
220,Jamarr Sanders\jamarr-sanders-1,2010,2011,Alabama-Birmingham,CUSA,65,2243,34.5,4.9,11.8,2.4,5.4,2.5,6.5,1.7,2.2,1.0,3.7,4.7,2.2,1.1,0.3,2.4,1.7,13.9
221,Stephen Thomas\stephen-thomas-2,2011,2012,IUPUI,Summit,64,2205,34.5,3.8,8.7,2.7,5.9,1.0,2.8,2.5,3.0,0.5,2.6,3.1,3.0,1.1,0.1,1.7,1.5,11.1
222,Noruwa Agho\noruwa-agho-1,2010,2012,Columbia,Ivy,58,1998,34.4,5.7,13.5,3.9,9.2,1.8,4.3,3.3,4.9,1.1,3.5,4.6,3.1,1.1,0.3,2.8,1.9,16.4
223,Akeem Bennett\akeem-bennett-1,2010,2011,St. Francis (NY),NEC,58,1994,34.4,4.5,11.4,3.4,7.7,1.1,3.7,4.2,6.2,1.9,4.2,6.1,3.4,2.4,0.6,3.9,3.3,14.2
224,Markeith Cummings\markeith-cummings-1,2010,2013,Kennesaw State,A-Sun,121,4160,34.4,6.0,13.1,5.2,10.7,0.7,2.4,4.2,6.2,2.1,3.1,5.2,1.9,1.1,0.3,2.8,2.7,16.9
225,Vaughn Duggins\vaughn-duggins-1,2010,2011,Wright State,Horizon,62,2135,34.4,5.6,12.2,4.2,8.2,1.4,4.0,3.7,4.5,1.0,2.5,3.5,2.5,1.4,0.1,1.7,1.5,16.2
226,A.J. English\aj-english-1,2013,2016,Iona,MAAC,112,3855,34.4,5.5,12.9,2.7,5.5,2.8,7.5,4.2,5.3,0.7,3.7,4.3,4.6,1.3,0.5,2.9,2.3,17.9
227,Jason Flagler\jason-flagler-1,2010,2010,South Carolina State,MEAC,31,1066,34.4,6.5,11.8,6.5,11.7,0.0,0.1,2.1,2.4,1.4,4.1,5.5,1.1,0.6,0.4,1.5,2.1,15.1
228,Kyle Gibson\kyle-gibson-1,2010,2010,Louisiana Tech,WAC,31,1065,34.4,5.3,13.3,3.3,7.3,2.0,6.0,5.9,7.1,0.9,3.0,3.9,3.0,0.9,0.1,2.4,2.1,18.4
229,Omar Johnson\omar-johnson-2,2010,2010,Texas-San Antonio,Southland,30,1032,34.4,3.7,8.9,2.3,5.2,1.3,3.7,2.6,3.4,0.7,1.5,2.2,3.4,0.9,0.0,2.5,2.1,11.3
230,Cameron Jones\cameron-jones-1,2010,2011,Northern Arizona,Big Sky,60,2063,34.4,7.6,15.9,6.4,13.0,1.2,2.8,3.5,4.5,0.9,3.7,4.6,3.0,1.1,0.1,2.6,1.9,19.7
231,Kurk Lee\kurk-lee-2,2017,2018,Drexel,CAA,65,2238,34.4,4.9,12.2,3.2,7.7,1.7,4.5,2.2,3.0,0.7,2.9,3.6,4.1,1.4,0.0,2.6,2.5,13.6
232,Malachi Richardson\malachi-richardson-1,2016,2016,Syracuse,ACC,37,1272,34.4,4.1,11.1,2.0,5.1,2.1,6.1,3.1,4.2,0.5,3.8,4.3,2.1,1.1,0.3,2.1,2.5,13.4
